week,search_query,search_query_score,search_quey_volume,imp_total_count,imp_ASIN_count,imp_ASIN_share,clk_total_count,clk_click_rate,clk_ASIN_count,clk_ASIN_share,cart_total_count,cart_add_rate,cart_ASIN_count,cart_ASIN_share,pur_total_count,pur_purchase_rate,pur_ASIN_count,pur_ASIN_share
Week 35,sensory toys for older kids,82,15,2586,27,0.0104,37,0.4568,1,0.027,17,0.2099,1,0.0588,3,0.037,0,0
Week 35,autism sensory products for adults,83,25,2032,26,0.0128,17,0.17,1,0.0588,5,0.05,1,0.2,0,0,0,-
Week 35,stretchy fidgets for kids,84,15,1065,24,0.0225,14,0.4118,1,0.0714,6,0.1765,1,0.1667,3,0.0882,0,0
Week 35,stimming toys for kids,85,8,552,19,0.0344,13,0.4194,1,0.0769,9,0.2903,1,0.1111,0,0,0,-
Week 35,9monthnold baby toys,86,78,4552,18,0.004,58,0.2533,1,0.0172,26,0.1135,1,0.0385,2,0.0087,0,0
Week 35,proprioceptive sensory toys,87,17,1198,18,0.015,18,0.3273,1,0.0556,8,0.1455,1,0.125,0,0,0,-
Week 35,puffer ball,88,227,18656,17,0.0009,274,0.3668,1,0.0036,61,0.0817,1,0.0164,10,0.0134,0,0
Week 35,asd fidget toys,89,11,638,16,0.0251,8,0.2759,1,0.125,4,0.1379,1,0.25,0,0,0,-
Week 35,fidget toys for autism and anxiety,90,5,582,15,0.0258,11,0.5,1,0.0909,7,0.3182,1,0.1429,0,0,0,-
Week 35,textured stretchy noodle strings,91,6,302,15,0.0497,11,0.6875,1,0.0909,4,0.25,1,0.25,1,0.0625,0,0
Week 35,school fidgets quiet,92,75,6594,13,0.002,71,0.2305,1,0.0141,25,0.0812,1,0.04,3,0.0097,0,0
Week 35,sensory dementia,93,10,1011,13,0.0129,12,0.3871,1,0.0833,4,0.129,1,0.25,0,0,0,-
Week 35,enabling devices toys for special children,94,9,822,11,0.0134,14,0.4516,1,0.0714,6,0.1935,1,0.1667,0,0,0,-
Week 35,sensory stretch toy,95,6,562,11,0.0196,22,0.7586,1,0.0455,6,0.2069,1,0.1667,0,0,0,-
Week 35,anxiety sensory toys,96,10,634,10,0.0158,6,0.1935,1,0.1667,5,0.1613,1,0.2,4,0.129,0,0
Week 35,feeling buddies,97,64,4336,10,0.0023,87,0.4628,1,0.0115,34,0.1809,1,0.0294,3,0.016,0,0
Week 35,gifts for special needs kids,98,13,1046,10,0.0096,7,0.175,1,0.1429,1,0.025,1,1,0,0,0,-
Week 35,toddler anxiety relief,99,23,1677,10,0.006,26,0.3171,1,0.0385,10,0.122,1,0.1,2,0.0244,0,0
Week 35,toy for autism,100,9,845,10,0.0118,11,0.4583,1,0.0909,3,0.125,1,0.3333,0,0,0,-
Week 34,autism sensory toys,1,4160,349653,3125,0.0089,4281,0.2736,12,0.0028,1344,0.0859,5,0.0037,243,0.0155,2,0.0082
Week 34,"fidget toys and textured sensory toys by bunmo - textured stretchy strings fidget toy. bumpy fidget toys for adults and kids make anxiety toys, autism sensory toys",2,3,144,3,0.0208,3,1,3,1,3,1,3,1,3,1,3,1
Week 34,sensory toys,3,19349,1524040,1599,0.001,18296,0.2796,6,0.0003,6370,0.0973,3,0.0005,1173,0.0179,0,0
Week 34,bunmo sensory toys,4,135,7831,305,0.0389,131,0.4629,5,0.0382,75,0.265,4,0.0533,28,0.0989,1,0.0357
Week 34,stretchy fidgets,5,28,2123,81,0.0382,40,0.5333,2,0.05,15,0.2,2,0.1333,3,0.04,2,0.6667
Week 34,fidget,6,12544,1011222,722,0.0007,10140,0.2536,2,0.0002,2582,0.0646,2,0.0008,390,0.0098,1,0.0026
Week 34,autism toys,7,1730,166097,931,0.0056,1783,0.2362,6,0.0034,556,0.0737,3,0.0054,86,0.0114,0,0
Week 34,fidget chew toys for sensory kids,8,45,3226,101,0.0313,67,0.4653,3,0.0448,27,0.1875,3,0.1111,3,0.0208,1,0.3333
Week 34,calming toys for kids,9,461,42402,348,0.0082,635,0.3563,3,0.0047,249,0.1397,2,0.008,50,0.0281,1,0.02
Week 34,stretchy toys,10,642,50481,533,0.0106,754,0.3323,8,0.0106,230,0.1014,3,0.013,38,0.0167,0,0
Week 34,autism sensory products,11,1095,128286,1157,0.009,1403,0.2359,4,0.0029,365,0.0614,1,0.0027,49,0.0082,0,0
Week 34,special education classroom must haves,12,1266,185777,204,0.0011,1953,0.2822,2,0.001,999,0.1444,2,0.002,82,0.0118,1,0.0122
Week 34,sensory toys for autistic children 5-7,13,64,6335,77,0.0122,51,0.2134,3,0.0588,16,0.0669,2,0.125,5,0.0209,1,0.2
Week 34,sensory chew toys,14,457,37120,241,0.0065,496,0.3002,5,0.0101,211,0.1277,3,0.0142,58,0.0351,0,0
Week 34,anxiety toys,15,852,62835,495,0.0079,604,0.2142,4,0.0066,143,0.0507,2,0.014,10,0.0035,0,0
Week 34,b082d7wvt8,16,3,62,5,0.0806,5,1,5,1,1,0.2,1,1,1,0.2,1,1
Week 34,stim toys autism child,17,47,3526,65,0.0184,47,0.2883,2,0.0426,17,0.1043,1,0.0588,4,0.0245,1,0.25
Week 34,stretchy strings,18,60,3861,56,0.0145,44,0.352,2,0.0455,23,0.184,1,0.0435,4,0.032,1,0.25
Week 34,fidget toys and textured sensory toys,19,4,233,4,0.0172,7,1.4,2,0.2857,2,0.4,1,0.5,1,0.2,1,1
Week 34,fidget strings,20,11,1141,35,0.0307,31,0.9118,1,0.0323,9,0.2647,1,0.1111,5,0.1471,1,0.2
Week 34,fidget sticks,21,43,2159,33,0.0153,34,0.4416,1,0.0294,14,0.1818,1,0.0714,3,0.039,1,0.3333
Week 34,visually impaired products for kids,22,20,2339,32,0.0137,13,0.1327,1,0.0769,6,0.0612,1,0.1667,3,0.0306,1,0.3333
Week 34,fidgets autism,23,15,2021,30,0.0148,22,0.386,1,0.0455,6,0.1053,1,0.1667,5,0.0877,1,0.2
Week 34,sensory processing disorder toys,24,43,4257,24,0.0056,82,0.3905,1,0.0122,21,0.1,1,0.0476,3,0.0143,1,0.3333
Week 34,fidget toys for children,25,16,1610,17,0.0106,13,0.1884,1,0.0769,6,0.087,1,0.1667,3,0.0435,1,0.3333
Week 34,sensory items for classroom autism,26,18,1855,17,0.0092,18,0.2169,1,0.0556,7,0.0843,1,0.1429,1,0.012,1,1
Week 34,stretchy strings sensory toys,27,5,456,15,0.0329,13,0.5909,1,0.0769,6,0.2727,1,0.1667,1,0.0455,1,1
Week 34,autism sensory toys for teens,28,20,1957,13,0.0066,23,0.3108,1,0.0435,9,0.1216,1,0.1111,6,0.0811,1,0.1667
Week 34,sensory chews,29,83,7142,10,0.0014,76,0.246,1,0.0132,33,0.1068,1,0.0303,9,0.0291,1,0.1111
Week 34,fidget toys and textured sensory toys by bunmo,30,3,130,6,0.0462,1,0.3333,1,1,1,0.3333,1,1,1,0.3333,1,1
Week 34,sensory stations for classroom,31,8,1494,6,0.004,13,0.3514,1,0.0769,3,0.0811,1,0.3333,2,0.0541,1,0.5
Week 34,squiggly toys,32,4,196,5,0.0255,2,0.3333,1,0.5,2,0.3333,1,0.5,2,0.3333,1,0.5
Week 34,sensory large twist resistance,33,1,72,4,0.0556,3,0.75,1,0.3333,2,0.5,1,0.5,2,0.5,1,0.5
Week 34,toys for autistic children age 4 indestructible,34,1,76,4,0.0526,2,0.5,1,0.5,1,0.25,1,1,1,0.25,1,1
Week 34,fidget bendy,35,4,367,3,0.0082,6,0.4,1,0.1667,2,0.1333,1,0.5,2,0.1333,1,0.5
Week 34,bunmo pop tubes sensory ribons,36,1,25,2,0.08,1,1,1,1,1,1,1,1,1,1,1,1
Week 34,stress toys for kids with anxiety,37,1,179,2,0.0112,2,0.6667,1,0.5,1,0.3333,1,1,1,0.3333,1,1
Week 34,fidget toys and textured sensory toys by bunmo - textured stretchy,38,1,33,1,0.0303,1,1,1,1,1,1,1,1,1,1,1,1
Week 34,rough figit,39,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 34,scenery toys for kids with autism,40,1,275,1,0.0036,16,1.4545,1,0.0625,3,0.2727,1,0.3333,3,0.2727,1,0.3333
Week 34,sensory bath tub water gear,41,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 34,sensory matching games,42,1,247,1,0.004,2,0.1538,1,0.5,2,0.1538,1,0.5,2,0.1538,1,0.5
Week 34,sensory nooddles,43,1,19,1,0.0526,1,1,1,1,1,1,1,1,1,1,1,1
Week 34,sensory toys ridge monkey noodle,44,1,28,1,0.0357,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1
Week 34,skinny sensory tools,45,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 34,stretchy stim toys,46,1,19,1,0.0526,1,1,1,1,1,1,1,1,1,1,1,1
Week 34,wooden sensory tools dementia,47,1,120,1,0.0083,2,1,1,0.5,2,1,1,0.5,2,1,1,0.5
Week 34,stretchy strings fidget toys,48,125,7847,206,0.0263,144,0.4737,5,0.0347,62,0.2039,2,0.0323,23,0.0757,0,0
Week 34,sensory,49,2357,248848,496,0.002,2414,0.2433,3,0.0012,876,0.0883,1,0.0011,70,0.0071,0,0
Week 34,sensory toys for autistic children,50,6527,631735,670,0.0011,8280,0.3035,1,0.0001,2900,0.1063,0,0,466,0.0171,0,0
Week 34,calm corner classroom,51,274,25278,52,0.0021,389,0.3653,2,0.0051,139,0.1305,2,0.0144,16,0.015,0,0
Week 34,bunmo textured stretchy strings,52,3,207,16,0.0773,4,0.3636,2,0.5,3,0.2727,2,0.6667,0,0,0,-
Week 34,toys for autistic children age 5-7,53,469,46808,249,0.0053,557,0.2666,2,0.0036,155,0.0742,1,0.0065,45,0.0215,0,0
Week 34,stim toy,54,448,36531,230,0.0063,469,0.3004,2,0.0043,118,0.0756,1,0.0085,18,0.0115,0,0
Week 34,toys for autism,55,160,17529,187,0.0107,194,0.2683,3,0.0155,53,0.0733,1,0.0189,12,0.0166,0,0
Week 34,autism chew toys sensory,56,441,38211,366,0.0096,558,0.317,5,0.009,214,0.1216,0,0,64,0.0364,0,0
Week 34,sensory toy,57,601,48794,255,0.0052,457,0.2405,1,0.0022,139,0.0732,1,0.0072,26,0.0137,0,0
Week 34,autistic toys for boys 5-7,58,203,19601,142,0.0072,292,0.3314,4,0.0137,97,0.1101,1,0.0103,20,0.0227,0,0
Week 34,stimming toys for autism kids,59,98,8835,198,0.0224,94,0.2238,2,0.0213,20,0.0476,1,0.05,1,0.0024,0,0
Week 34,kids sensory toys,60,398,31891,215,0.0067,384,0.2632,1,0.0026,129,0.0884,1,0.0078,22,0.0151,0,0
Week 34,stretchy fidget,61,55,3006,132,0.0439,67,0.5076,3,0.0448,21,0.1591,1,0.0476,4,0.0303,0,0
Week 34,autism sensory,62,190,21885,187,0.0085,212,0.2393,1,0.0047,69,0.0779,1,0.0145,8,0.009,0,0
Week 34,chewy sensory toys,63,120,9673,88,0.0091,114,0.2734,3,0.0263,44,0.1055,1,0.0227,12,0.0288,0,0
Week 34,flipazoo,64,213,12613,160,0.0127,187,0.3369,1,0.0053,36,0.0649,1,0.0278,4,0.0072,0,0
Week 34,sensory toys for autistic adults,65,45,5365,69,0.0129,59,0.3122,2,0.0339,27,0.1429,1,0.037,8,0.0423,0,0
Week 34,calm corner items,66,114,11728,89,0.0076,194,0.4399,1,0.0052,82,0.1859,1,0.0122,11,0.0249,0,0
Week 34,sensory room,67,606,79173,88,0.0011,1000,0.3118,1,0.001,358,0.1116,1,0.0028,5,0.0016,0,0
Week 34,juguetes sensoriales autismo,68,125,11476,84,0.0073,226,0.3944,1,0.0044,35,0.0611,1,0.0286,5,0.0087,0,0
Week 34,soft fidget toys,69,62,4780,82,0.0172,75,0.3538,1,0.0133,15,0.0708,1,0.0667,9,0.0425,0,0
Week 34,fidgets for autism,70,37,4430,72,0.0163,43,0.2471,1,0.0233,19,0.1092,1,0.0526,3,0.0172,0,0
Week 34,fidget string,71,36,2796,64,0.0229,28,0.2745,1,0.0357,8,0.0784,1,0.125,2,0.0196,0,0
Week 34,sensory fidgets for autism,72,28,3345,59,0.0176,40,0.241,1,0.025,10,0.0602,1,0.1,2,0.012,0,0
Week 34,sensory toys for kids 5-7,73,1184,105314,314,0.003,1264,0.2658,1,0.0008,400,0.0841,0,0,62,0.013,0,0
Week 34,sensory toys stretchy string,74,9,616,21,0.0341,8,0.2857,2,0.25,3,0.1071,1,0.3333,1,0.0357,0,0
Week 34,sensory stretchy bands,75,2,361,19,0.0526,5,0.2632,2,0.4,3,0.1579,1,0.3333,0,0,0,-
Week 34,special needs toys for children,76,380,45368,271,0.006,426,0.2276,2,0.0047,136,0.0726,0,0,8,0.0043,0,0
Week 34,toddler chew toy sensory,77,169,11472,42,0.0037,223,0.3858,1,0.0045,78,0.1349,1,0.0128,17,0.0294,0,0
Week 34,toys for autistic children,78,107,10527,42,0.004,123,0.2783,1,0.0081,44,0.0995,1,0.0227,7,0.0158,0,0
Week 34,squishy snake fidget toy,79,7,333,2,0.006,5,0.5556,2,0.4,3,0.3333,1,0.3333,2,0.2222,0,0
Week 34,sensory noodle,80,17,1202,30,0.025,16,0.3404,1,0.0625,10,0.2128,1,0.1,2,0.0426,0,0
Week 34,texture toys for autism,81,15,1173,28,0.0239,23,0.5349,1,0.0435,8,0.186,1,0.125,2,0.0465,0,0
Week 34,sensory toys for older kids,82,15,2586,27,0.0104,37,0.4568,1,0.027,17,0.2099,1,0.0588,3,0.037,0,0
Week 34,autism sensory products for adults,83,25,2032,26,0.0128,17,0.17,1,0.0588,5,0.05,1,0.2,0,0,0,-
Week 34,stretchy fidgets for kids,84,15,1065,24,0.0225,14,0.4118,1,0.0714,6,0.1765,1,0.1667,3,0.0882,0,0
Week 34,stimming toys for kids,85,8,552,19,0.0344,13,0.4194,1,0.0769,9,0.2903,1,0.1111,0,0,0,-
Week 34,9monthnold baby toys,86,78,4552,18,0.004,58,0.2533,1,0.0172,26,0.1135,1,0.0385,2,0.0087,0,0
Week 34,proprioceptive sensory toys,87,17,1198,18,0.015,18,0.3273,1,0.0556,8,0.1455,1,0.125,0,0,0,-
Week 34,puffer ball,88,227,18656,17,0.0009,274,0.3668,1,0.0036,61,0.0817,1,0.0164,10,0.0134,0,0
Week 34,asd fidget toys,89,11,638,16,0.0251,8,0.2759,1,0.125,4,0.1379,1,0.25,0,0,0,-
Week 34,fidget toys for autism and anxiety,90,5,582,15,0.0258,11,0.5,1,0.0909,7,0.3182,1,0.1429,0,0,0,-
Week 34,textured stretchy noodle strings,91,6,302,15,0.0497,11,0.6875,1,0.0909,4,0.25,1,0.25,1,0.0625,0,0
Week 34,school fidgets quiet,92,75,6594,13,0.002,71,0.2305,1,0.0141,25,0.0812,1,0.04,3,0.0097,0,0
Week 34,sensory dementia,93,10,1011,13,0.0129,12,0.3871,1,0.0833,4,0.129,1,0.25,0,0,0,-
Week 34,enabling devices toys for special children,94,9,822,11,0.0134,14,0.4516,1,0.0714,6,0.1935,1,0.1667,0,0,0,-
Week 34,sensory stretch toy,95,6,562,11,0.0196,22,0.7586,1,0.0455,6,0.2069,1,0.1667,0,0,0,-
Week 34,anxiety sensory toys,96,10,634,10,0.0158,6,0.1935,1,0.1667,5,0.1613,1,0.2,4,0.129,0,0
Week 34,feeling buddies,97,64,4336,10,0.0023,87,0.4628,1,0.0115,34,0.1809,1,0.0294,3,0.016,0,0
Week 34,gifts for special needs kids,98,13,1046,10,0.0096,7,0.175,1,0.1429,1,0.025,1,1,0,0,0,-
Week 34,toddler anxiety relief,99,23,1677,10,0.006,26,0.3171,1,0.0385,10,0.122,1,0.1,2,0.0244,0,0
Week 34,toy for autism,100,9,845,10,0.0118,11,0.4583,1,0.0909,3,0.125,1,0.3333,0,0,0,-
Week 33,sensory toys,1,19098,1485466,4864,0.0033,17827,0.2789,14,0.0008,6428,0.1006,6,0.0009,1039,0.0163,1,0.001
Week 33,autism sensory toys,2,4260,359758,3388,0.0094,4657,0.2842,17,0.0037,1627,0.0993,6,0.0037,262,0.016,0,0
Week 33,fidget toys and textured sensory toys by bunmo,3,7,367,18,0.049,7,0.7778,6,0.8571,5,0.5556,5,1,4,0.4444,4,1
Week 33,special education classroom must haves,4,2015,317936,1466,0.0046,3932,0.2952,11,0.0028,2146,0.1611,9,0.0042,83,0.0062,0,0
Week 33,vibrator adult sensory toys,5,2221,204140,1354,0.0066,1886,0.2231,4,0.0021,206,0.0244,2,0.0097,22,0.0026,1,0.0455
Week 33,bunmo sensory toys,6,126,4949,234,0.0473,110,0.5093,6,0.0545,63,0.2917,2,0.0317,21,0.0972,2,0.0952
Week 33,autism chew toys,7,76,5330,89,0.0167,69,0.2614,2,0.029,19,0.072,2,0.1053,11,0.0417,2,0.1818
Week 33,autism toys,8,1667,159219,947,0.0059,1681,0.2374,7,0.0042,568,0.0802,3,0.0053,75,0.0106,0,0
Week 33,autism chew toys sensory,9,433,35585,263,0.0074,513,0.3025,5,0.0097,215,0.1268,3,0.014,62,0.0366,1,0.0161
Week 33,chew toys for kids,10,475,35203,227,0.0064,381,0.2427,4,0.0105,165,0.1051,2,0.0121,51,0.0325,1,0.0196
Week 33,bunmo sensory toys - calming textured silly stretchy strings,11,36,1545,63,0.0408,33,0.7174,4,0.1212,28,0.6087,2,0.0714,15,0.3261,1,0.0667
Week 33,stretchy fidget,12,44,3066,105,0.0342,46,0.3286,2,0.0435,27,0.1929,2,0.0741,10,0.0714,1,0.1
Week 33,autistic toys for boys 5-7,13,186,18243,199,0.0109,213,0.2656,1,0.0047,61,0.0761,1,0.0164,16,0.02,1,0.0625
Week 33,squishy sensory toys,14,77,6054,131,0.0216,85,0.2982,2,0.0235,35,0.1228,1,0.0286,6,0.0211,1,0.1667
Week 33,autism sensory products,15,645,69832,810,0.0116,717,0.2308,2,0.0028,232,0.0747,1,0.0043,23,0.0074,0,0
Week 33,b082d7wvt8,16,6,101,8,0.0792,5,0.625,4,0.8,2,0.25,1,0.5,2,0.25,1,0.5
Week 33,bunmo fidget toys,17,30,1366,55,0.0403,24,0.4615,2,0.0833,10,0.1923,1,0.1,7,0.1346,1,0.1429
Week 33,stretchy strings fidget toys,18,126,7966,204,0.0256,131,0.3842,3,0.0229,62,0.1818,3,0.0484,13,0.0381,0,0
Week 33,twiddle fidget,19,38,1983,58,0.0292,26,0.321,1,0.0385,7,0.0864,1,0.1429,2,0.0247,1,0.5
Week 33,sensory items for classroom,20,1631,178679,423,0.0024,2368,0.3307,3,0.0013,1103,0.154,2,0.0018,91,0.0127,0,0
Week 33,proprioceptive toys,21,46,4052,31,0.0077,37,0.2434,1,0.027,14,0.0921,1,0.0714,2,0.0132,1,0.5
Week 33,stim toys autism child,22,34,2642,26,0.0098,24,0.189,1,0.0417,9,0.0709,1,0.1111,3,0.0236,1,0.3333
Week 33,tactile sensory toys,23,301,21705,22,0.001,219,0.2697,1,0.0046,76,0.0936,1,0.0132,12,0.0148,1,0.0833
Week 33,indestructible sensory toys,24,9,745,21,0.0282,10,0.2703,1,0.1,2,0.0541,1,0.5,2,0.0541,1,0.5
Week 33,stemming autism toys,25,17,1425,15,0.0105,19,0.3519,1,0.0526,9,0.1667,1,0.1111,1,0.0185,1,1
Week 33,autism toys for boys,26,17,1839,12,0.0065,20,0.2532,1,0.05,11,0.1392,1,0.0909,3,0.038,1,0.3333
Week 33,bite sticks for kids sensory,27,17,1586,11,0.0069,12,0.1622,1,0.0833,6,0.0811,1,0.1667,2,0.027,1,0.5
Week 33,fidget toys pull,28,5,377,7,0.0186,5,0.5556,1,0.2,3,0.3333,1,0.3333,2,0.2222,1,0.5
Week 33,sensory items for tearing,29,1,480,7,0.0146,6,0.75,1,0.1667,4,0.5,1,0.25,3,0.375,1,0.3333
Week 33,bunmo sensory tubes,30,2,98,6,0.0612,3,1,1,0.3333,2,0.6667,1,0.5,1,0.3333,1,1
Week 33,fidget soft,31,4,273,5,0.0183,5,0.3571,1,0.2,2,0.1429,1,0.5,2,0.1429,1,0.5
Week 33,baby toys quiet,32,3,687,4,0.0058,8,0.4211,1,0.125,6,0.3158,1,0.1667,3,0.1579,1,0.3333
Week 33,sensory neon,33,1,57,3,0.0526,1,0.3333,1,1,1,0.3333,1,1,1,0.3333,1,1
Week 33,soft fidget toy,34,4,204,3,0.0147,2,0.1818,1,0.5,1,0.0909,1,1,1,0.0909,1,1
Week 33,ball on string for baby,35,1,132,2,0.0152,3,0.75,1,0.3333,2,0.5,1,0.5,2,0.5,1,0.5
Week 33,sensory wiggle worm,36,1,115,2,0.0174,4,0.6667,1,0.25,1,0.1667,1,1,1,0.1667,1,1
Week 33,fidget toys and textred sensory stretchy,37,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 33,fidget toys and textured sensory toys,38,1,60,1,0.0167,1,1,1,1,1,1,1,1,1,1,1,1
Week 33,sensory toys for kids who hit with ausitm,39,1,20,1,0.05,5,5,1,0.2,1,1,1,1,1,1,1,1
Week 33,touching sensory for the car,40,1,17,1,0.0588,1,1,1,1,1,1,1,1,1,1,1,1
Week 33,sensory items,41,410,40183,301,0.0075,394,0.2611,4,0.0102,189,0.1252,2,0.0106,13,0.0086,0,0
Week 33,stretchy toys,42,624,47097,616,0.0131,627,0.2969,5,0.008,173,0.0819,0,0,46,0.0218,0,0
Week 33,stim toy,43,497,43767,415,0.0095,532,0.2816,3,0.0056,204,0.108,1,0.0049,18,0.0095,0,0
Week 33,fidget,44,12068,985899,643,0.0007,9530,0.2389,0,0,2355,0.059,0,0,366,0.0092,0,0
Week 33,large sensory toys,45,31,2297,51,0.0222,21,0.2019,2,0.0952,9,0.0865,2,0.2222,3,0.0288,0,0
Week 33,anxiety toys,46,951,70866,589,0.0083,789,0.2469,1,0.0013,167,0.0523,0,0,20,0.0063,0,0
Week 33,fidget toys,47,62312,4875912,393,0.0001,58607,0.2894,6,0.0001,16245,0.0802,0,0,3342,0.0165,0,0
Week 33,sensory bottles special education,48,2,226,5,0.0221,4,0.3333,2,0.5,4,0.3333,2,0.5,2,0.1667,0,0
Week 33,calming toys for kids,49,438,38819,183,0.0047,671,0.3673,3,0.0045,265,0.145,1,0.0038,47,0.0257,0,0
Week 33,stimming toys for autism kids,50,89,7962,174,0.0219,85,0.2348,2,0.0235,28,0.0773,1,0.0357,4,0.011,0,0
Week 33,silly bandz,51,2177,123705,199,0.0016,2106,0.3463,1,0.0005,680,0.1118,1,0.0015,126,0.0207,0,0
Week 33,tentacle dildo,52,444,26122,440,0.0168,151,0.1052,1,0.0066,25,0.0174,0,0,4,0.0028,0,0
Week 33,chewies for kids sensory,53,382,29987,145,0.0048,403,0.3042,2,0.005,181,0.1366,1,0.0055,53,0.04,0,0
Week 33,flipazoo,54,176,11952,164,0.0137,167,0.336,1,0.006,22,0.0443,1,0.0455,2,0.004,0,0
Week 33,toys for teenagers,55,157,13575,115,0.0085,76,0.1362,2,0.0263,15,0.0269,1,0.0667,1,0.0018,0,0
Week 33,sensory fidget toys,56,897,67036,149,0.0022,797,0.2949,1,0.0013,301,0.1114,1,0.0033,77,0.0285,0,0
Week 33,fidgets for autism,57,31,2437,49,0.0201,31,0.3407,3,0.0968,6,0.0659,1,0.1667,0,0,0,-
Week 33,chewigem,58,69,5777,71,0.0123,80,0.3347,2,0.025,24,0.1004,1,0.0417,8,0.0335,0,0
Week 33,stress toys,59,2327,191717,97,0.0005,1896,0.2359,1,0.0005,464,0.0577,1,0.0022,69,0.0086,0,0
Week 33,stretchy sensory toys,60,32,2804,59,0.021,41,0.3475,2,0.0488,18,0.1525,1,0.0556,1,0.0085,0,0
Week 33,sensory chew toys for autistic children,61,282,25594,94,0.0037,374,0.3186,1,0.0027,132,0.1124,1,0.0076,45,0.0383,0,0
Week 33,sensory kids,62,59,6574,91,0.0138,83,0.2463,1,0.012,42,0.1246,1,0.0238,4,0.0119,0,0
Week 33,sensory toys for autistic children,63,4879,477874,379,0.0008,6480,0.3169,0,0,2308,0.1129,0,0,356,0.0174,0,0
Week 33,sensory table materials,64,222,20074,84,0.0042,332,0.3948,1,0.003,140,0.1665,1,0.0071,8,0.0095,0,0
Week 33,special needs toys,65,318,30890,298,0.0096,295,0.2172,2,0.0068,74,0.0545,0,0,15,0.011,0,0
Week 33,quiet toys for church,66,51,7166,40,0.0056,110,0.4151,2,0.0182,28,0.1057,1,0.0357,7,0.0264,0,0
Week 33,soft fidget,67,21,2192,40,0.0182,36,0.36,2,0.0556,10,0.1,1,0.1,6,0.06,0,0
Week 33,tactile toys,68,57,4806,77,0.016,27,0.1656,1,0.037,12,0.0736,1,0.0833,2,0.0123,0,0
Week 33,kids play room ideas,69,53,7526,35,0.0047,103,0.2703,2,0.0194,29,0.0761,1,0.0345,2,0.0052,0,0
Week 33,chewy sensory toys,70,129,9498,68,0.0072,131,0.2984,1,0.0076,62,0.1412,1,0.0161,13,0.0296,0,0
Week 33,z vibe,71,322,14993,67,0.0045,246,0.3905,1,0.0041,79,0.1254,1,0.0127,18,0.0286,0,0
Week 33,figit,72,481,33376,65,0.0019,319,0.2288,1,0.0031,86,0.0617,1,0.0116,13,0.0093,0,0
Week 33,sensory,73,2375,234662,357,0.0015,2424,0.244,0,0,912,0.0918,0,0,72,0.0072,0,0
Week 33,stim toys,74,265,23397,61,0.0026,237,0.2562,1,0.0042,85,0.0919,1,0.0118,13,0.0141,0,0
Week 33,sensory toys for kids 5-7,75,1389,117335,314,0.0027,1487,0.2816,1,0.0007,594,0.1125,0,0,109,0.0206,0,0
Week 33,toys for autistic children age 5-7,76,405,43962,314,0.0071,507,0.2595,1,0.002,139,0.0711,0,0,29,0.0148,0,0
Week 33,sensory bins for kids 5-7,77,270,20616,44,0.0021,335,0.3882,1,0.003,103,0.1194,1,0.0097,10,0.0116,0,0
Week 33,adaptive toys for special needs children,78,67,6874,40,0.0058,76,0.2576,1,0.0132,27,0.0915,1,0.037,1,0.0034,0,0
Week 33,fidget chew,79,24,1899,38,0.02,30,0.3409,1,0.0333,14,0.1591,1,0.0714,4,0.0455,0,0
Week 33,sensory fidgets for autism,80,20,2024,38,0.0188,27,0.3649,1,0.037,15,0.2027,1,0.0667,2,0.027,0,0
Week 33,textured monkey noodles,81,22,1046,37,0.0354,20,0.4255,1,0.05,7,0.1489,1,0.1429,0,0,0,-
Week 33,bunmo,82,113,7396,253,0.0342,108,0.4758,2,0.0185,30,0.1322,0,0,5,0.022,0,0
Week 33,sensory chew toys,83,439,32938,215,0.0065,460,0.3091,3,0.0065,158,0.1062,0,0,50,0.0336,0,0
Week 33,autism sensory,84,233,24349,322,0.0132,251,0.2379,0,0,64,0.0607,0,0,4,0.0038,0,0
Week 33,sensory string,85,11,1075,26,0.0242,9,0.2571,1,0.1111,4,0.1143,1,0.25,0,0,0,-
Week 33,chew sensory toys,86,52,3279,21,0.0064,42,0.2625,1,0.0238,12,0.075,1,0.0833,0,0,0,-
Week 33,fidgeting finger springs,87,7,650,20,0.0308,8,0.2353,1,0.125,3,0.0882,1,0.3333,0,0,0,-
Week 33,changing table toy distraction,88,12,846,19,0.0225,16,0.3556,1,0.0625,2,0.0444,1,0.5,0,0,0,-
Week 33,squishy stretchy toys,89,31,2036,19,0.0093,27,0.2842,1,0.037,5,0.0526,1,0.2,1,0.0105,0,0
Week 33,sensory squishy,90,15,1428,18,0.0126,22,0.3548,1,0.0455,7,0.1129,1,0.1429,2,0.0323,0,0
Week 33,sensory bands,91,25,1521,14,0.0092,25,0.3968,1,0.04,11,0.1746,1,0.0909,2,0.0317,0,0
Week 33,stretchy strings sensory toys,92,7,613,14,0.0228,12,0.8,1,0.0833,5,0.3333,1,0.2,3,0.2,0,0
Week 33,ot sensory toys for kids,93,7,496,12,0.0242,6,0.2308,1,0.1667,1,0.0385,1,1,0,0,0,-
